user_name,emp_name,email_id,phone_number,emp_address,emp_password,emp_role,salary,fired,skill
Sandra Brown,Hannah Alvarado,arobinson@example.net,261.629.3224,"8095 Timothy Course
Louisfurt, IN 33173",yx4PHhGr^2,manager,70907,False,chef-manager
Angel Gonzalez,John Blair,michael26@example.com,+1-226-670-1008x4503,"07127 Arnold Path
Russellborough, OK 56116",t_t*14YcIV,manager,43013,False,cleanliness-manager
Kevin Morgan,Jason Johnson,vayers@example.com,2663881665,"57968 King Stream
East Scott, CA 40042",H2ns!CNn(V,manager,66251,False,attendant-manager
Manuel Waters,Tiffany Smith,cwiggins@example.com,001-453-847-4836,"37825 Ryan Bridge Apt. 439
Port Christinaborough, CO 26417",_&y6pJIcj#,manager,40197,False,db-manager
Jennifer Murray,Martin Byrd,bryce64@example.org,578.062.4187x616,"303 James Hollow
Kingshire, AK 85993",%8qKcB_gk3,manager,60675,False,db-manager
Robert Baker,Scott Jones,iandrade@example.org,829.658.9379x349,"28435 Patel Squares
Port William, ID 43892",Y9_9Imkx+&,manager,41246,False,cleanliness-manager
Mitchell Hernandez,Katelyn Dunlap,hernandezjoshua@example.com,001-823-492-2263,"9692 Danny Corners
South Patricia, CA 33042",!4bI#Ziz6R,manager,71423,False,hr-manager
James Murray PhD,Mark Steele,bdelgado@example.com,001-190-301-5024x2373,"5317 Esparza Center Apt. 227
Port Katrinabury, MI 16156",*oI7g^*&(5,manager,49151,False,chef-manager
James Nguyen,Jessica Santiago,wmiller@example.com,(374)412-7770,"2608 Yoder Isle
Lake Michellebury, NM 92917",n$k5Y@VL#z,manager,72607,False,attendant-manager
Lisa Vasquez,Rachel Padilla,vbutler@example.com,+1-487-769-9868x71756,"989 Teresa Keys Suite 478
Bergerport, MA 76700",_3Bn1qHJMG,manager,43252,False,cleanliness-manager
Daniel Thomas,Julie Green,otaylor@example.com,(922)402-2607x32391,"55461 Teresa Drive
North Jeremyville, ME 66237",M^N)7HZw&_,manager,33845,False,stock-manager
Christine Graham,Robert Patterson,grahamjessica@example.com,+1-917-725-0412x2841,"461 Emily Trafficway
Jacobstad, MS 52606",D@^1$7HbsV,manager,69290,False,hr-manager
Ralph Garcia,Nicole Walker,mary92@example.net,+1-243-792-7691x50257,"72869 Toni Valley
West Deborah, WY 82280",%xPR*j#Wh3,manager,37348,False,head-manager
Ashley Haynes,Laura Benson,dominique43@example.net,544-589-6043,"44663 Gilmore Roads
Mitchellshire, LA 16610",+!6CK9rCPo,manager,47461,False,head-manager
Erika Williams,James Dudley,toddmartin@example.net,+1-277-261-7789x612,"4216 Patterson Crest Suite 270
North Stephen, GA 61307",s+P^A7Ksin,manager,57118,False,attendant-manager
Christina Meyer,Frank Morgan,kevinperry@example.net,(753)933-5738x18867,"97145 Brandy Rue
Brianfort, AZ 20277",4hIbqvu@(4,manager,79816,False,hr-manager
Lauren Carr,Jesse Morrison,qroth@example.com,(788)610-9771x889,"028 Hall Crescent
East Laceyhaven, KY 93795",03Y3EBsa#v,manager,54403,False,attendant-manager
Charles Smith,Leroy Cummings,phensley@example.net,+1-230-815-5806x86391,"582 Christensen Ford Apt. 402
Staffordhaven, CA 44029",C^PLh6Ko#6,manager,32535,False,db-manager
David Adams,Lisa Taylor,ojohnson@example.org,714-458-8235,"88878 Jay Station
West Anthonytown, IA 64039",_P%G9VYjiC,manager,61950,False,trainee-manager
Terry Freeman,Mr. David Turner DDS,brian43@example.net,(853)507-6539x93967,"97763 Jacob Roads
Hansonfort, HI 59995",O55jXOMec$,manager,70121,False,hr-manager
Zachary Cortez,James Mcdaniel,johnpowell@example.net,001-715-527-9118x38195,"62507 Samantha Path Apt. 128
Wallstown, AK 59216",Cer7N0fj@e,manager,55087,False,head-manager
Timothy Jones,Brian Wilson,amy39@example.com,413.474.4078,"1033 Lopez Key
New Elizabeth, TX 54242",0EWY7elB^b,manager,33781,False,cleanliness-manager
Katie Avila,Gregory Booth,nelsontodd@example.net,001-359-265-3494x302,"40237 Berg Skyway Apt. 559
North Nicholas, WI 48834",qnY9!4Nx#(,manager,65562,False,chef-manager
Melissa Petersen,Jacob Jackson,richardrichardson@example.net,(124)034-6122,"3163 Kathleen Islands Apt. 798
Danielfurt, GA 33045",wK9B#9Wjz%,manager,75275,False,db-manager
Julie Oneal,Adam Thomas,oconnoralisha@example.org,001-003-092-1382x0440,"09857 Jeanette Hill
New Bobburgh, OK 59940",)k20MwCru*,manager,33241,False,attendant-manager
Tammy Reed,Stephanie Fernandez,orozcoalice@example.org,(181)159-1196x03360,"42962 Drake Squares Apt. 681
Port Jasonton, NJ 21378",(#s6CPcucD,manager,43927,False,attendant-manager
Jason Decker,Jill Friedman,james82@example.org,(585)839-4992,"6955 Castro Union
West Jordanhaven, RI 56283",#AEiWpOhm2,manager,39008,False,hr-manager
Thomas Caldwell,Amanda Mcdonald,morganmark@example.com,001-036-939-2760,"486 Daniel Plains Suite 543
Maryfort, CO 33353",J)CVy5NdUC,manager,40578,False,db-manager
Christopher Phillips,Nancy Shaw,acarroll@example.org,001-253-132-8640x679,"77695 Little Parkway Suite 832
Sandrastad, WV 48791",Y^k!2XVqW4,manager,46928,False,cleanliness-manager
Mark Kennedy,Joanne Miller,npadilla@example.org,001-137-148-3665x49088,"6200 Ellis Walk Apt. 734
Port Abigailland, CO 93310",Dcp1BtBeg$,manager,38082,False,hr-manager
Seth Gonzalez,Kathleen Munoz,christopherbyrd@example.net,065-558-6707,"924 Donaldson Estates
Andersonmouth, NC 14369",5Q$Q&U(t)d,manager,38839,False,chef-manager
Douglas Jackson,Richard Smith,hughesmarilyn@example.net,+1-031-153-8934,"216 Haynes Crescent Apt. 200
Leefurt, OK 65760",#^V)qosbu0,manager,58243,False,trainee-manager
Thomas Yang,Zachary Velazquez,christopher44@example.net,613-900-7531x033,"Unit 8987 Box 4081
DPO AA 40277",64Y$fQtx@Y,manager,66992,False,stock-manager
Leslie Cox,Rhonda Mcfarland,wjones@example.com,1756281404,"92301 Williamson Flat
Stuartshire, KS 59383",v6BkfNcm_o,manager,50942,False,stock-manager
Kimberly Alexander,Beth Noble,istephens@example.org,(758)902-8716x9100,"60785 Nunez Station Apt. 585
South Kevinshire, RI 34783",d*4I8*Ty^%,manager,75284,False,trainee-manager
Bryan Harvey,Lauren Griffin,diana92@example.net,880-499-4450x423,"Unit 4624 Box 2979
DPO AE 85834",H!8Z+qzg19,manager,32411,False,hr-manager
James Walker,Dr. Richard Austin,nyoung@example.net,001-547-338-6425x81023,"065 Jesus Rest
West Jordanton, CO 01386",4d(EkvUP#2,manager,49444,False,trainee-manager
Austin Cunningham,James Black,kingwilliam@example.net,(802)952-6279,"3318 Jeffrey Lodge Apt. 931
New Kristenberg, MS 78735",_1FpDIkt#0,manager,64330,False,db-manager
Timothy Fox,Christine Taylor,lori77@example.net,+1-252-465-1650x7237,"096 John Lake
Christinetown, IL 34270",jbrIG6@x_9,manager,60338,False,stock-manager
Jay Burch,Diana Gonzalez,patrick56@example.net,+1-206-653-6596x9826,"416 Cardenas Fords Apt. 341
Andreabury, OR 17536",m!7dK3h0bG,manager,58290,False,chef-manager
Sarah Mclaughlin,Erin Johnson,selenachristensen@example.org,(112)387-9816,"677 Carr Avenue Apt. 260
Brianaport, MO 48550",hnzp0DUBc@,manager,61882,False,head-manager
Sarah Hall,Nicholas Hoover,bradley98@example.org,+1-908-175-5394x033,"12370 Shannon Isle Apt. 570
Port Jonathanton, ME 59624",Y7Ciq)4O!q,manager,75949,False,trainee-manager
Ian Matthews,Wendy Best,kimberly39@example.org,(357)008-3413x665,"84554 Gill Valleys
New Latoya, TX 22740",^+U(q2DrZj,manager,59244,False,cleanliness-manager
Christine Carrillo,David Dawson,pbrooks@example.net,534-050-0578,"7117 Richard Expressway Apt. 087
Port Ryanside, AR 17023",(2N!ldan!c,manager,30583,False,attendant-manager
David Hawkins,Susan Saunders,opatel@example.net,(253)605-9027x26896,"PSC 0869, Box 3593
APO AA 06482",#CwSIddUz6,manager,31933,False,attendant-manager
Alex Rodriguez,Melissa Drake,kevinhoward@example.org,001-233-893-2602x5674,"78182 Roger Run
Simmonschester, CT 88287",jI4OA!r8%8,manager,79159,False,trainee-manager
Edward Hicks,Eric Washington,dhickman@example.org,791-279-4312,"5667 Steven Groves
Port Brenda, MS 18867",y$9lV1j35R,manager,77770,False,head-manager
Christopher Simpson,Marissa Henry,asexton@example.net,393-327-6985x41008,"603 Gerald Turnpike Apt. 520
Lake Tanyaton, AL 40896",TdK9)Uhb)8,manager,39906,False,head-manager
Tammy Lang,Amanda Nichols,ericmiller@example.org,+1-033-247-6208x996,"763 Duncan Grove
Matthewtown, IL 86869",H2NVpQ@i%$,manager,62396,False,stock-manager
Jennifer Powell,Christine Carter,kellysamantha@example.com,666.941.3450,"USS Hubbard
FPO AP 62121",@z+IbmJ9x0,manager,68994,False,db-manager
Jimmy York,Steven Donovan,amandareese@example.org,(047)771-0197,"PSC 1505, Box 4798
APO AP 31989",)0m4Ql9L*8,manager,71215,False,attendant-manager
Jonathan Hampton,Renee Willis,evanstewart@example.org,(770)727-2475x3663,"138 Troy Motorway Suite 456
North Mary, NJ 20806",HA8Aw4tz%^,manager,68480,False,trainee-manager
Amanda Herman,Christopher Little,danieldecker@example.com,4160545885,"328 Fletcher Lakes Apt. 219
North Jasminemouth, NJ 11439",(!Yej6Ve5c,manager,46568,False,db-manager
Cesar Gonzalez,Jessica Brown,brandonhall@example.com,1531982826,"515 Daniel Cape
West Elijahmouth, MD 13943",Y3VibbBJ_Q,manager,78791,False,attendant-manager
Jennifer Jones,Elizabeth Arnold,ylowe@example.com,+1-236-652-6729,"29070 Tammy Street Suite 941
Powersville, AR 62163",i^02VHByhr,manager,75178,False,trainee-manager
Rachel Thompson,Elizabeth Collins,kevin51@example.org,170-290-4445x7738,"87196 Moore Prairie
Smithport, OH 37130",wvxD9C^yV(,manager,45642,False,chef-manager
Dawn Fisher,Bonnie Kelly,ingramkaren@example.org,+1-526-077-6387x9490,"49972 Samantha Brook Apt. 401
West Haleyborough, FL 12649",^y2Z!ldUR@,manager,62237,False,head-manager
Chelsea Ramirez,Meredith Rodriguez,elizabeth51@example.org,594.028.1873,"21178 Cynthia Square Apt. 084
North Joshuashire, ID 30687",)$^5F1g63z,manager,32264,False,chef-manager
Brian Garcia,Christopher Hernandez,timothyduncan@example.net,001-066-133-7259,"4322 Lauren Dale Suite 054
Dawsonside, AL 56684",v1ZMOGGp_x,manager,44226,False,attendant-manager
Vanessa Pope,George Morgan,audrey30@example.org,001-932-953-7184x141,"3007 Stephen Land
North Carlamouth, DE 25612",b_%29TnX_N,manager,42300,False,hr-manager
Daniel Johnson,Morgan Wise,taylorangelica@example.net,001-345-948-9323x53037,"74173 Dennis Station Suite 927
Port Elizabethbury, IN 31749",a7vL$xh+&F,manager,79312,False,head-manager
Brian Avila,Faith Andrews,iwilliams@example.net,(541)199-6243,"16705 Neal Spur Suite 955
Gallegosmouth, UT 90351",*^3H8hUDOB,manager,52949,False,trainee-manager
Jessica Simmons,Dennis Palmer,lisa25@example.org,985-242-9460x408,"980 Hull Lane
Alexanderfort, SD 92635",^a$XwWKJH3,manager,47579,False,attendant-manager
Cathy Moses,Jamie Crawford,isnyder@example.org,001-943-629-8956x26368,"05785 Mccullough Corners Apt. 320
West Johnny, NE 22215",#7%M9%Gnbe,manager,69373,False,head-manager
Lauren Mcdonald,Ryan Clark,dunndarren@example.net,(555)480-3687,"944 Allen Garden Suite 567
Thomasburgh, ND 28349",3JVt^^4x!a,manager,68130,False,attendant-manager
Elizabeth Preston,David Yang,travis24@example.org,142-725-6143,"USS Meyer
FPO AP 38338",2jUbto#s(m,manager,37518,False,trainee-manager
Yolanda Middleton,Katherine Phelps,beasleycarmen@example.com,001-793-974-8542x162,"723 Tony Loop
New Margaret, VT 26910",&*Hgb$O7!4,manager,36006,False,head-manager
Veronica Wright,Dana Collins,bhampton@example.net,001-312-151-6117x52369,"Unit 3092 Box 5216
DPO AE 96828",*nkIGWKj9X,manager,46951,False,stock-manager
Benjamin Robertson,Deborah Pierce,michael59@example.com,986.974.0366,"35264 Davis Ville Apt. 137
Shannonville, MT 17010",D8k8p@Jz@O,manager,36990,False,db-manager
Dorothy Hahn,Kimberly Delgado,mayerkaren@example.net,462-931-1585x801,"040 Vanessa Flats
North John, ME 42104",%__xQ)8j7s,manager,38618,False,trainee-manager
Kelly Chen,Sarah Stout,misty05@example.com,001-386-312-6375x7385,"2829 Joshua Isle Suite 387
West Lisachester, ID 30203",C!F9EjMy*r,manager,40336,False,head-manager
Jessica White,Stephen Johnson,amy39@example.net,+1-753-903-8301,"4765 Jason Rue
Pinedaville, OH 32756",3wby^Fk&^_,manager,44936,False,attendant-manager
Jane Riddle,Justin Griffith,hernandezrichard@example.org,274.610.1830x80860,"1563 Valerie Ridges Apt. 770
Richardsonville, WV 29227",JO2tE4fPq%,manager,63386,False,cleanliness-manager
Casey Taylor,Charles Morgan,jennifer26@example.net,001-115-783-7135x755,"400 Guzman Estates
Roberthaven, LA 64323",%1QmYXs3X1,manager,57036,False,db-manager
Joe Lowery,Brandon Patterson,david13@example.com,+1-179-677-8486x70381,"371 Lee Road Suite 757
Smithside, UT 69364",eP3R4ZBgT@,manager,46730,False,chef-manager
Rebecca Roberts,Elizabeth Strong,uandrews@example.net,(542)930-9563x21127,"2782 Jessica Summit Suite 577
East Shaneport, MS 08967",R2n2Fq!R@3,manager,56751,False,attendant-manager
Brandon Becker,Susan Turner,jennifercox@example.org,(129)809-2529x429,"71639 Tracy Vista
Jacobton, AL 36122",&26SHqp63),manager,34366,False,attendant-manager
Michael Randall,Kristen Ryan,vcarlson@example.org,712-660-6590x2852,"10697 Christina Gateway Apt. 801
Bobchester, OR 87019",7x3UN+pDe(,manager,47676,False,stock-manager
Christopher Jacobs,John Freeman,smithgary@example.org,130.499.3016,"717 Savage Plaza Suite 942
Ramosbury, ID 21815",z28S6U3e(p,manager,56612,False,trainee-manager
Dean Garcia,Nicole Munoz,vhenry@example.org,731.253.4787x08132,"86491 Simpson Mount
Port Matthewfurt, GA 16239",#q$4w7Gt#@,manager,43809,False,attendant-manager
Monica Morgan,Sara Kent,ygreen@example.net,2370887920,"5936 Edward Throughway
Lake Cole, KY 04668",as&5TNz*VH,manager,75758,False,hr-manager
Jason Mcgee,Michael Velez,michelle13@example.com,001-059-446-9700,"339 John Lock Suite 449
East Cassandraburgh, WY 83039",Mh7)2TmW3_,manager,47691,False,trainee-manager
Dr. Warren Smith,Andrew Farley,kevinmcgrath@example.net,(191)826-9824x06860,"47324 Patterson Mountain Suite 809
East Dana, UT 84940",&4Sn+imcpN,manager,66862,False,hr-manager
Kelsey Webb,Mr. Adam Carter,idiaz@example.com,(141)141-2871x590,"554 Martin Streets
North Josephhaven, MI 27699",h#1M5O_w2S,manager,35444,False,attendant-manager
Mary Jackson,John Price,cathy36@example.com,536.898.9532x566,"066 Julie Island Apt. 720
Andrewview, WA 85776",(iN2^TUtFP,manager,73687,False,cleanliness-manager
David Barber,Joseph Shelton,owenmichael@example.net,+1-207-707-4074,"67460 Brian Light Apt. 748
Port Donnaside, WI 09427",Tm6P(Cx^z*,manager,55809,False,attendant-manager
Jordan Brown,Michael Nguyen,aperkins@example.com,273.321.6601x199,"387 John Path Apt. 012
Lake Kim, ID 76891",S%2Ds*rfPI,manager,62263,False,hr-manager
Emily Black,Randy Bridges,yknight@example.org,+1-410-043-7107x734,"3189 Burns Circles Suite 729
New Frankfort, OH 76814",)5MjGx7MMT,manager,67885,False,attendant-manager
Debbie Miller,Mark Wright,tstevens@example.net,751.064.6548x5955,"58988 Evelyn Trafficway
Donnaberg, CO 64777",s1BYmofh!y,manager,36368,False,trainee-manager
Michelle Miller,Emily Brown,nicholas27@example.net,526-488-0566x7158,"9336 Barron Plaza Apt. 419
South Charles, SC 70886",%VM4xzE8#2,manager,71307,False,chef-manager
Charles Rogers,Rachel Johnson,markbuckley@example.net,962.964.9817,"53156 Thompson Junctions
South Hannahside, WI 82874",Vs(32rVs4u,manager,55314,False,trainee-manager
Andrea Black,Brandi Potter,mckaycory@example.com,088.959.8778x5770,"27900 Williams Summit
Stevenbury, RI 88872",+qw1QoKS4o,manager,46371,False,cleanliness-manager
Leah Miller,Thomas Smith,sarah51@example.net,(275)728-6068,"926 Anderson Run
Floresland, WV 81917",%RLDYnMC8^,manager,44685,False,stock-manager
Kenneth Bishop,Kenneth Ayala,adecker@example.net,001-873-172-4858x689,"5364 Shields Lock
Russellburgh, OH 51998",cb5CAfef3_,manager,56732,False,cleanliness-manager
Diane Stephens,Lorraine Gomez,maria60@example.org,506-816-0634,"411 Lopez Locks
Mikaylastad, FL 74409",#I9UbgJ&)3,manager,55632,False,hr-manager
Bailey Cardenas,Michael Benjamin,tboyd@example.net,123.186.4591x75035,"8162 Reed Well Suite 687
Hartchester, OR 04828",$KBO5p7v*5,manager,75426,False,db-manager
Elijah Bennett,Regina Grant,diana23@example.net,+1-020-633-5726x8163,"4915 Renee Mountain Apt. 383
New Gary, WI 14340",#25UhWQv%*,manager,44892,False,db-manager
Susan Mann,Courtney Henry,anitaturner@example.com,992-109-8370x51714,"5084 Smith Shoals
Hendersonland, KY 72191",y^hh8pRy((,manager,42592,False,db-manager
Jennifer Mooney,Carmen Rasmussen,mchristian@example.org,5289933062,"387 Michael Club
Johnborough, NE 91155",B&D7PKOp@*,manager,57275,False,cleanliness-manager
Rachel Mclean MD,Sarah Stevenson,rhondagraves@example.org,132-609-2770x45826,"970 Wilson Crescent
Port Carrie, OK 70428",P3ACtISz_o,manager,44981,False,attendant-manager
Denise Orozco,Brooke Walsh,arnoldwilliam@example.org,(265)684-4159x955,"7647 Diana Highway
North Jocelynville, OK 15742",S!4h)lQvM3,manager,56047,False,stock-manager
Rachel Shaffer,Catherine Day,angel22@example.net,8431524267,"PSC 0904, Box 0226
APO AP 17150",)%%0CNixe4,manager,48923,False,attendant-manager
Vickie Porter,Julian Wall,zduarte@example.org,765-905-2045x07902,"1640 English Valley Apt. 266
North Sharonstad, MT 77591",9aWJ_Qj(&3,manager,42998,False,cleanliness-manager
Michael Weber,Laura Pratt,jason72@example.com,658-383-8087,"339 Schmidt Point
Sullivanborough, CA 34533",%+P3BnSr)T,manager,56752,False,hr-manager
Alicia Ayala,Micheal Hardin,nchandler@example.com,7063719436,"1167 Martin Springs
Brendanfurt, SC 74841",_mWHvtZic0,manager,45137,False,stock-manager
Chris Andrade,Alexis Johnson,riverakristopher@example.org,561-850-5203,"2321 Kevin Hill
East Lisastad, TX 45390",84D9BNdT%i,manager,35574,False,chef-manager
April Burton,Jesse Bauer,riosdaniel@example.net,2210525293,"993 Angela Cove Apt. 490
North Erin, MI 16809",aA%8_Pt!^$,manager,47075,False,stock-manager
Kendra Thompson,Stephanie Mcdaniel,reginald01@example.com,729.029.5657,"Unit 9136 Box 6299
DPO AE 58657",+K9OK#&xDw,manager,54333,False,stock-manager
Meredith Gonzalez,Tammy Adkins,carol36@example.org,001-772-257-3696,"2731 Matthew Green Suite 954
South Felicia, NY 86016",)1wSp12VIS,manager,69693,False,attendant-manager
Brittany Cervantes,Dawn Mckay,jessica07@example.net,873-061-0464,"5276 Kevin Shore Apt. 003
East Victoria, VT 05264",o778T$Kh#J,manager,39019,False,db-manager
Brandon King,Emily Ramirez,wheelerstephen@example.com,(411)079-4420,"37365 Peterson Summit Suite 893
Port Karenshire, WI 72503",vU%8WiCZ!J,manager,56542,False,head-manager
Margaret Randall,Jeff Morgan,matthew42@example.net,2993613655,"0412 Robertson Glens Suite 276
East Connormouth, IN 09540",$+5jHEy+%6,manager,36493,False,attendant-manager
Denise Pittman,Deborah Washington,randerson@example.com,+1-413-471-4301x70493,"534 Charles Rue
Brittanymouth, ME 88443",$ikHzARoa1,manager,63733,False,attendant-manager
Anna Powell,Jennifer Carter,grantleah@example.org,001-854-913-9974x23725,"6413 Carpenter Forges Apt. 577
Lake Deniseburgh, AZ 60894",Q7^Uz5b*$$,manager,52153,False,head-manager
Jerry Olson,Ashley Hodge,nicholas45@example.org,3419396814,"4983 Julian Parkway
Munozton, GA 06018",_GPgUVOl4H,manager,64837,False,hr-manager
Troy Hill,Alec Clark,ernestking@example.com,728-921-0900x33789,"5261 Barton Extensions
Anthonyton, AZ 26257",)*oF1AhEid,manager,45456,False,attendant-manager
Kimberly Gregory,April Cherry,ramosdavid@example.com,224.102.2117,"1766 Sims Trail
East Brianna, KY 80458",s&98LxeAzb,manager,66455,False,trainee-manager
Antonio Kennedy,Brian Watts,orichard@example.net,910-655-1974x001,"3266 Greer Wall
Port Elizabeth, WV 57891",#6Aod^K6&+,manager,60256,False,head-manager
Alyssa Reed,Christina Mckinney,tinacase@example.com,(918)323-5566x62808,"Unit 0565 Box 0192
DPO AP 90677",(9P8h$xg)J,manager,43967,False,trainee-manager
Lisa Wilson,Bryan West,christopherpotter@example.org,+1-039-837-5608x7713,"USNV Robinson
FPO AE 73984",k&e$7JRw(F,manager,73905,False,cleanliness-manager
Lindsay Lee,Brian Williams,frostadam@example.net,367.813.8745x32091,"222 Moore Estate Apt. 607
East Johnfort, ID 66595",l1OzX@XI%A,manager,52760,False,db-manager
James Berg,Christopher Marsh,chadbauer@example.org,+1-631-294-0654x777,"02904 Suzanne Harbor
Perezville, ND 14296",JC#$8xBmUk,manager,55730,False,attendant-manager
Carl King,Michael Hammond,briansnyder@example.net,2092665244,"2814 Walker Manors
Craigside, VT 43467",t+6MgSbk&g,manager,79015,False,head-manager
Hannah Lynn,Gina Chavez,longaaron@example.org,825-299-9624,"365 Peter Plaza
New Jenniferton, AZ 88714",G%5Sfujv94,manager,52947,False,chef-manager
Allison Durham,Lauren White,marissadiaz@example.net,+1-752-085-0165x74214,"4277 Scott Neck Suite 834
North Jessicaland, MS 17987",%A+5F1Gx@1,manager,60728,False,cleanliness-manager
Ashley Bates,Stephen Fields,goodmanchristine@example.com,+1-084-993-5321x519,"177 Kathy Keys
Rhodesland, KY 56667",si7wpMrER),manager,45918,False,chef-manager
Roger Fox,Charles Butler,gmarshall@example.net,497.192.3019x89396,"5363 Vaughn Inlet
Millerport, SD 90693",X^2Qgukgo&,manager,54449,False,hr-manager
Jennifer Downs,David Morris,kirkwelch@example.net,001-671-583-4368,"83661 Christopher Underpass Apt. 653
Santiagoland, KS 02706",H!80xPj&Ms,manager,43972,False,head-manager
Tara Wade,David Shah,slopez@example.com,452-638-4736x8901,"3933 Acosta Ranch Apt. 739
Robinsonshire, RI 62618",bVV)^1Gz_k,manager,77077,False,stock-manager
Robert Davis,Derrick Harper,lopezrebecca@example.com,886-104-7955x16069,"081 Gabriel Shoal Suite 582
Perryport, MN 54588",U*6NPnVzOa,manager,32733,False,cleanliness-manager
Jessica Evans,Kevin Robinson,tammymyers@example.com,(860)494-8297x902,"5483 James Field Suite 041
Kennethtown, MI 81618",!5L(7XXr51,manager,49975,False,head-manager
Craig Taylor,Andrew Rodriguez,peckjoanna@example.org,453.094.8145,"748 Tracy Summit
Priceland, MD 92905",yKm1Epw4$^,manager,50791,False,chef-manager
Benjamin Rivera,Brandon Humphrey,angela73@example.net,725-505-7962x546,"Unit 7085 Box 2933
DPO AA 90120",Sn34EK1dY$,manager,71709,False,stock-manager
Ms. Caroline Leon MD,Kyle Gomez,emoore@example.org,+1-044-452-9776x92111,"66813 Gregory Centers Suite 507
Sullivanhaven, CT 82867",Fiu4RZip^V,manager,38845,False,trainee-manager
Tyler Johnson,Candice Abbott,maguilar@example.com,(798)388-3606,"951 Miller Garden
Wesleyborough, MO 94998",6s&&wVTT^y,manager,41933,False,head-manager
Jeffrey Sandoval,Kyle Calderon,john85@example.org,001-757-203-9843,"8610 David Springs Apt. 598
North Kelly, AR 57010",^_XJoIbb_2,manager,47585,False,stock-manager
Gregory Craig,Nicholas King,jjones@example.com,001-486-253-0191x8878,"91521 Sharp Parkways Apt. 708
Kellerhaven, NJ 06201",#Da(!7vip6,manager,50440,False,head-manager
Lisa Estes,Christine Fisher,webbnicholas@example.org,001-878-292-6697x99643,"28772 Michael Courts
Byrdstad, CA 46880",lx+9zDdUIS,manager,55371,False,attendant-manager
Laura Greene,Daniel Skinner,kstokes@example.org,797.637.6827x47686,"USCGC Jennings
FPO AE 53871",i*4FXKHo0f,manager,54281,False,attendant-manager
Anthony Matthews,Cassandra Morrison,maria15@example.org,165-745-4688x1195,"PSC 5489, Box 0192
APO AE 27653",As1p8tPlm!,manager,63520,False,db-manager
John Carter,Miguel Snow,kstuart@example.com,(513)505-0186,"349 Jennifer Court
Braunberg, WV 83065",!9YT_w8B3!,manager,49974,False,stock-manager
Eric Moore,Christopher Johnson,xjones@example.org,642-349-6619,"76199 Quinn Plains Suite 706
New Lauraborough, MI 09757",$$Dmj#Lm7V,manager,41384,False,head-manager
Jessica Adams,Andrew Rodriguez,hgreen@example.net,(222)918-6416,"401 Richmond Valley Suite 147
New Kristinamouth, WI 62005",xlz45JzhC*,manager,32357,False,attendant-manager
David Wheeler,Donna Melton MD,thomas57@example.net,414.886.6602x968,"0743 Jeffrey Wells Suite 974
Port Ralph, OH 90054",p&u2XmSch#,manager,32875,False,head-manager
William Chaney,Chris Palmer,nataliesmith@example.org,740-174-0693x8376,"6370 John Road Apt. 319
Davisview, SD 69526",sp5D6jA)+!,manager,31170,False,head-manager
Victor Wyatt,Rachel Choi,odavis@example.net,(466)107-7691x85292,"1097 Singh Burgs Apt. 227
New Christopher, DE 27708",a1O^KPeH#*,manager,32205,False,stock-manager
Linda Clay,Robert Anderson,llee@example.net,771-590-2494x5561,"687 Kelly Burg
Gonzalesbury, CO 66940",+S*1T^o_m9,manager,70867,False,attendant-manager
Robert Carlson,Jon Conner,matthew89@example.net,(988)279-4762x2669,"Unit 0286 Box 8492
DPO AA 03486",30l68xTt!u,manager,68189,False,head-manager
Donna Holmes,Duane Galloway,alicia28@example.com,047-181-6248x16010,"932 Lisa Vista Suite 057
South Joanna, NV 39897",8F^Z3)vo+S,manager,41190,False,attendant-manager
Matthew Lewis,Scott Ochoa,allisonadams@example.com,+1-349-233-5500x5161,"030 Adams Hollow
East Emmachester, ID 75299",#3YmYngE^m,manager,72482,False,trainee-manager
Julie Villanueva DDS,Greg Hughes,jamesgonzalez@example.net,001-444-175-5349x51536,"4498 Walters Squares
South Angelachester, AR 84414",k2PNG7V2$2,manager,37290,False,hr-manager
Christina Benjamin,Alisha Banks,krystal01@example.org,5803739092,"48195 Kevin Street Apt. 060
Lake Margaretmouth, ID 30227",^8Y6HSYok8,manager,54883,False,head-manager
Cathy Barrera,James Morse,santiagocatherine@example.org,195.982.5141x69667,"335 Heather Plain
Brooksfurt, ND 80654",l)5T%6Yy35,manager,35354,False,attendant-manager
Stephen Sanders MD,Eric Thompson,jacob67@example.com,697-207-7359,"372 Kristina Junction Suite 246
South Josephfurt, NH 17912",^++o8LuU%^,manager,77033,False,chef-manager
Timothy Hubbard,Richard Ball,randall25@example.org,(963)921-2238,"9399 Wilson Square Apt. 698
Derrickberg, ND 08873",(BL_0yUs*m,manager,61249,False,db-manager
Gary Lynch,Willie Porter,madison08@example.org,198-912-5829,"741 Wright Passage
Port Garyton, MS 65189",&cxFOigr13,manager,62732,False,trainee-manager
Ashley Thomas,Monica Saunders,jonathan09@example.org,001-801-829-6701x9016,"0685 Douglas Radial
Scottburgh, WA 69782",5e8zSADp!3,manager,71856,False,db-manager
April Phillips,Kristen Andrade,matthewjones@example.org,037.411.0319x01216,"50564 Maurice Cove
Kennethstad, ID 66839",+4Q2@g*o4(,manager,55043,False,head-manager
Susan Mendoza,Mr. Gilbert Raymond,timothy22@example.net,+1-784-857-1046x8204,"PSC 6360, Box 3415
APO AA 32581",oJ7v9PHu__,manager,74694,False,attendant-manager
